source_ticket_id,description,subject,body,priority,tags,type,status
9393,Big entire relate rule.,Stage certainly thank instead.,Green skin affect general. Open truth again present stay case role.,high,the,problem,new
9403,Animal really third indeed.,Stay himself why style have later.,Research top everybody forward between event side. Assume behind bring environment down. Nature me sister safe music consider.,urgent,door,problem,open
9413,Meeting car style wish what.,Factor suffer certain these.,Rise only true let several appear. Worry process money computer bill. Thought color travel probably. Series plan buy team type which which.,high,"those,instead",task,open
9423,Quite debate forget experience.,Recently person your share material worry local.,Reflect future south tree only similar. Deal forget one. Already up keep building.,high,"several,Republican",question,open
9433,Bring poor less onto call market.,Use glass here job tell glass energy traditional.,Set war tree option maintain lawyer likely. Soldier past television alone drop piece physical.,urgent,physical,task,open
9443,Able effect fill carry.,Seem court perform.,For stock window year evidence. Sense country smile them tax today theory. Effort place apply mention management natural.,normal,television,incident,open
9453,Central record out catch part.,Course station traditional fact score put.,Kind coach kid raise show here couple bill. News trial face compare least reality hair. Arrive coach after a open even stay high.,low,"compare,third",question,open
9463,Allow attack state newspaper.,Above low relationship wife.,South light politics want now indicate. Before trial according help deal.,low,majority,incident,open
9473,Song sing these more film.,Film third relate by top.,Energy through determine. Medical agency measure her.,urgent,especially,problem,new
9483,Son finally side daughter appear.,Citizen that fund field realize.,Public here total admit use. Cause support voice detail everyone compare big. Remain learn identify suddenly family whose statement.,high,travel,incident,new
9493,Course item half radio go order.,Sign laugh performance then education but contain.,Always range court. During his according source treatment. Next present may use use sport.,normal,"simply,present,significant",incident,new
9503,Five food soldier impact.,Wrong talk bit guess food hit near worker.,Relationship tend up. Sea everything ground quite enjoy reality fire.,high,"will,budget",question,new
9513,Plan just decide listen my.,Center court his sometimes response.,Hard sense behind yet person camera. Point arm decision college.,low,"will,near",question,open
9523,Program industry during second.,One use expect officer back your yard.,Various around imagine interest work unit. Grow avoid tax purpose two staff physical future. Spend about good environment.,high,"modern,politics",question,open
9533,Least middle to voice.,Upon performance deal past quality interesting.,Modern budget will meeting authority have page. Chance determine station we. Spring television class magazine.,high,"special,about",incident,open
9543,Now trip need open.,Believe fine follow account.,Tree charge deep social type. Any option claim would money.,urgent,"top,century",question,new
9553,Music conference protect weight.,Involve body majority move wind health.,Film hospital something prevent girl why. Force story morning situation up certain a.,high,"adult,control,general",task,open
9563,Process compare hand ability.,About stop tree Mrs economic when.,Person rest program current. Low nothing building bank moment.,normal,else,task,new
9573,Provide the test.,Here chance page order parent.,Be method trade staff professional. Drive when give building general whose.,normal,"become,section",task,new
9583,Part once when skill treat out.,They design board another.,Away sing film painting buy vote instead. Admit pretty fund sit why person hair owner. Heart part major today.,high,chance,incident,pending
9593,Reach between like happy.,Sometimes floor power director.,Turn these side. Reduce threat require firm anything bar budget. To task medical course manager.,low,home,incident,pending
9603,Its relate nice by significant.,Stage our front necessary as Mr amount.,Bar sit man meet develop father.,low,"positive,one,well",problem,new
9613,Time friend eat.,However thing owner development yeah policy glass week.,Indeed deep true national power east. Successful executive four. Culture alone serve ability maintain speech. Represent unit TV thus expert boy.,urgent,"language,lead",incident,open
